ID,t2w_spac_x,t2w_spac_y,t2w_spac_z
s_10204,0.515625,0.515625,5.199999809265137
s_10123,0.5859379768371582,0.5859460234642029,5.4999823570251465
s_10213,0.5859379768371582,0.5859349966049194,5.500027656555176
s_10179,0.5859379768371582,0.5859429836273193,5.5000319480896
s_10186,0.625,0.6249960064888,5.499987602233887
s_10231,0.6640620231628418,0.6640530228614807,6.000024318695068
s_10138,0.6250010132789612,0.6250029802322388,5.4999799728393555
s_10109,0.625,0.6249970197677612,5.499996185302734
s_10229,0.6445310115814209,0.6445279717445374,5.500040531158447
s_10126,0.5859379768371582,0.5859379768371582,5.5
s_10172,0.5859310030937195,0.5859400033950806,6.0000104904174805
s_10207,0.5859379768371582,0.5859339833259583,5.499964714050293
s_10195,0.5859379768371582,0.5859419703483582,5.499930381774902
s_10110,0.484375,0.484375,4.800001621246338
s_10086,0.5859379768371582,0.5859439969062805,5.499939918518066
s_10129,0.625,0.6250029802322388,5.499980926513672
s_10169,0.484375,0.484375,5.624999523162842
s_10206,0.5859379768371582,0.5859379768371582,5.5
s_10064,0.5859379768371582,0.5859339833259583,5.499941349029541
s_10183,0.5859379768371582,0.5859379768371582,5.5
s_10188,0.5859379768371582,0.5859379768371582,5.5
s_10216,0.5859379768371582,0.5859320163726807,5.499952793121338
s_10052,0.515625,0.515625,4.799999713897705
s_10184,0.6445310115814209,0.6445320248603821,5.999932765960693
s_10209,0.625,0.6249979734420776,5.499948978424072
s_10061,0.625,0.625,5.5000128746032715
s_10202,0.484375,0.484375,4.799999713897705
s_10156,0.5859379768371582,0.5859379768371582,6.0
s_10114,0.5664060115814209,0.5664060115814209,5.800000190734863
s_10221,0.5859379768371582,0.5859389901161194,5.500085353851318
s_10111,0.546875,0.5468720197677612,5.000010967254639
s_10054,0.484375,0.484375,4.800001621246338
s_10093,0.625,0.6249920129776001,5.4999847412109375
s_10106,0.5468779802322388,0.5468720197677612,4.999989032745361
s_10079,0.484375,0.484375,4.800000190734863
s_10224,0.484375,0.484375,4.799999237060547
s_10166,0.546875,0.5468729734420776,4.999995708465576
s_10056,0.6054689884185791,0.6054710149765015,5.800006866455078
s_10222,0.625,0.625,5.5
s_10152,0.5859379768371582,0.5859379768371582,5.5
s_10097,0.5859379768371582,0.5859360098838806,5.50001859664917
s_10148,0.625,0.6249960064888,5.499995231628418
s_10198,0.484375,0.484375,4.799998760223389
s_10128,0.5859379768371582,0.5859379768371582,5.500065326690674
s_10228,0.484375,0.484375,4.800000190734863
s_10127,0.5859379768371582,0.5859310030937195,5.499943256378174
s_10140,0.625,0.6249909996986389,5.500002861022949
s_10081,0.5859379768371582,0.5859419703483582,5.499985218048096
s_10176,0.484375,0.484375,4.799998760223389
s_10051,0.546875,0.546875,5.0
s_10136,0.5859379768371582,0.5859439969062805,4.999998569488525
s_10235,0.484375,0.484375,4.80000114440918
s_10170,0.5859379768371582,0.5859419703483582,5.500005722045898
s_10062,0.625,0.6249989867210388,5.500003814697266
s_10153,0.5859379768371582,0.5859370231628418,5.500018119812012
s_10069,0.5859379768371582,0.5859419703483582,5.5000176429748535
s_10185,0.5859379768371582,0.5859400033950806,5.499985218048096
s_10196,0.625,0.6249949932098389,5.50002908706665
s_10131,0.5859379768371582,0.5859310030937195,5.499910354614258
s_10218,0.6054689884185791,0.6054610013961792,5.800011157989502
s_10101,0.484375,0.484375,4.799999713897705
s_10181,0.625,0.6249939799308777,5.499958515167236
s_10053,0.625,0.6250060200691223,5.499984264373779
s_10141,0.484375,0.484375,4.8000030517578125
s_10160,0.484375,0.484375,4.799999713897705
s_10096,0.6250010132789612,0.6249939799308777,5.499993324279785
s_10205,0.5859379768371582,0.5859460234642029,5.499984264373779
s_10187,0.625,0.625,5.5
s_10161,0.5859379768371582,0.5859450101852417,5.5000081062316895
s_10103,0.5859379768371582,0.5859379768371582,5.5
s_10144,0.5859379768371582,0.5859379768371582,5.4998602867126465
s_10208,0.484375,0.484375,4.799999713897705
s_10091,0.625,0.6250039935112,5.999987602233887
s_10151,0.6640620231628418,0.6640639901161194,6.2999467849731445
s_10237,0.5,0.5,5.199999809265137
s_10116,0.5859379768371582,0.5859330296516418,5.500027656555176
s_10158,0.6249939799308777,0.6250079870223999,5.499989986419678
s_10060,0.625,0.625,5.5
s_639,0.546875,0.546875,4.800000190734863
s_30,0.546875,0.5468800067901611,4.999977111816406
s_377,0.625,0.6249949932098389,5.499956130981445
s_46,0.5859379768371582,0.5859389901161194,5.500048637390137
s_226,0.5859379768371582,0.5859379768371582,5.0
s_364,0.6640620231628418,0.6640660166740417,5.499995231628418
s_146,0.484375,0.484375,4.799999713897705
s_199,0.484375,0.484375,4.8000006675720215
s_531,0.484375,0.484375,4.799999237060547
s_343,0.5859379768371582,0.5859379768371582,5.5
s_58,0.5859379768371582,0.5859349966049194,5.50002908706665
s_319,0.625,0.625,5.5
s_325,0.625,0.6250060200691223,6.00001859664917
s_139,0.515625,0.515625,4.7999982833862305
s_138,0.5468779802322388,0.5468770265579224,5.000001907348633
s_585,0.484375,0.484375,4.799999237060547
s_21,0.546875,0.5468739867210388,5.999987602233887
s_121,0.6054689884185791,0.6054620146751404,5.699990272521973
s_144,0.5859379768371582,0.5859389901161194,5.500010013580322
s_201,0.6445310115814209,0.6445350050926208,5.699972152709961
s_401,0.5859379768371582,0.5859320163726807,5.499981880187988
s_315,0.5859379768371582,0.5859349966049194,5.500016689300537
s_432,0.5859379768371582,0.5859400033950806,5.500010013580322
s_977,0.5468829870223999,0.5468699932098389,5.200004577636719
s_748,0.5859379768371582,0.5859370231628418,5.50007438659668
s_545,0.546875,0.5468680262565613,4.9999680519104
s_791,0.625,0.6250010132789612,5.4999494552612305
s_534,0.546875,0.5468739867210388,5.49995231628418
s_963,0.5859379768371582,0.5859419703483582,5.499953746795654
s_967,0.484375,0.484375,4.80000114440918
s_900,0.5468710064888,0.5468760132789612,5.500013828277588
s_404,0.484375,0.484375,4.800000190734863
s_732,0.5859379768371582,0.5859299898147583,5.499934673309326
s_165,0.5859379768371582,0.5859400033950806,5.500036716461182
s_250,0.625,0.625,6.000036239624023
s_42,0.625,0.6250050067901611,5.499943256378174
s_321,0.484375,0.484375,4.799999713897705
s_675,0.625,0.6250050067901611,5.49993896484375
s_1006,0.484375,0.484375,4.8000006675720215
s_664,0.484375,0.484375,4.799999713897705
s_587,0.484375,0.484375,4.800000190734863
s_372,0.625,0.6249899864196777,5.500082492828369
s_777,0.53125,0.53125,5.1999993324279785
s_440,0.625,0.6250060200691223,5.500018119812012
s_994,0.625,0.6249939799308777,5.500025749206543
s_626,0.5859379768371582,0.5859330296516418,5.499958515167236
s_459,0.484375,0.484375,4.800002098083496
s_75,0.625,0.6250050067901611,6.000001907348633
s_988,0.5859379768371582,0.5859330296516418,5.500037670135498
s_172,0.6445310115814209,0.6445329785346985,6.000002861022949
s_140,0.625,0.6250079870223999,5.800020694732666
s_553,0.625,0.625,5.5
s_273,0.484375,0.484375,4.799999713897705
s_652,0.625,0.6250020265579224,6.000007152557373
s_887,0.6445310115814209,0.6445310115814209,5.800000190734863
s_71,0.5859379768371582,0.5859299898147583,5.499938011169434
s_397,0.484375,0.484375,4.799997806549072
s_588,0.484375,0.484375,4.800000190734863
s_162,0.484375,0.484375,4.799999713897705
s_168,0.625,0.6249949932098389,6.299973011016846
s_443,0.546875,0.5468680262565613,5.500001907348633
s_970,0.625,0.6249909996986389,5.500072479248047
s_674,0.625,0.6249920129776001,5.500010967254639
s_488,1.0,1.0,5.0
s_492,1.0,1.0,4.999999523162842
s_6,0.625,0.6249899864196777,5.5000081062316895
s_716,0.96875,0.96875,4.800001621246338
s_447,0.484375,0.484375,4.799999713897705
s_340,0.484375,0.484375,4.799999713897705
s_980,0.625,0.6249960064888,4.999988555908203
s_163,0.625,0.625,5.5
s_423,0.5859379768371582,0.5859379768371582,5.500059127807617
s_128,0.5859379768371582,0.5859379768371582,5.5
s_849,0.6445310115814209,0.6445239782333374,6.000013828277588
s_766,0.6640620231628418,0.6640620231628418,6.0
s_475,0.6640620231628418,0.6640589833259583,5.0000386238098145
s_476,0.6640620231628418,0.6640589833259583,5.0000386238098145
s_206,0.5859379768371582,0.5859379768371582,6.0
s_811,0.5859379768371582,0.5859379768371582,5.499959945678711
s_709,0.484375,0.484375,4.80000114440918
s_225,0.625,0.6250079870223999,5.499931812286377
s_991,0.6640620231628418,0.6640549898147583,5.500048637390137
s_933,0.5859379768371582,0.5859429836273193,5.500005722045898
s_118,0.625,0.625,5.500010013580322
s_355,0.6054689884185791,0.6054739952087402,5.300032138824463
s_688,0.5,0.5,4.800000190734863
s_701,0.5859379768371582,0.5859289765357971,5.499992847442627
s_549,0.625,0.6249970197677612,5.500103950500488
s_907,0.5859379768371582,0.5859400033950806,4.999927520751953
s_149,0.484375,0.484375,4.799998760223389
s_938,0.625,0.6250010132789612,5.4999494552612305
s_214,0.5859379768371582,0.5859299898147583,5.500072479248047
s_193,0.5859379768371582,0.5859330296516418,6.000007152557373
s_387,0.859375,0.859375,4.800000190734863
s_648,0.625,0.6249960064888,5.500004768371582
s_489,0.625,0.6249970197677612,5.500057220458984
s_915,0.625,0.625,5.500003337860107
s_893,0.6445310115814209,0.644540011882782,6.0000224113464355
s_357,0.5,0.5,5.1999993324279785
s_927,0.5859379768371582,0.5859439969062805,5.500002861022949
s_558,0.484375,0.484375,4.8000006675720215
s_159,0.5859379768371582,0.5859299898147583,5.500032901763916
s_682,0.484375,0.484375,4.8000006675720215
s_477,0.484375,0.484375,4.799998760223389
s_400,0.484375,0.484375,4.799999713897705
s_48,0.5859379768371582,0.5859389901161194,5.500019073486328
s_782,0.6445310115814209,0.644536018371582,5.499932765960693
s_323,0.5859379768371582,0.5859419703483582,5.499994277954102
s_771,0.6445310115814209,0.6445220112800598,5.800011157989502
s_853,0.5859379768371582,0.5859310030937195,5.000018119812012
s_635,0.5859379768371582,0.5859320163726807,5.50003719329834
s_31,0.4375,0.4375,4.200000762939453
s_330,0.484375,0.484375,4.799999713897705
s_546,0.5859379768371582,0.5859410166740417,5.000026226043701
s_941,0.625,0.6250020265579224,5.500003814697266
s_306,0.5859379768371582,0.5859379768371582,5.5
s_98,0.5859379768371582,0.5859419703483582,5.499984264373779
s_921,0.625,0.625,5.500001907348633
s_719,0.625,0.625,5.5
s_415,0.5859379768371582,0.5859419703483582,5.500082015991211
s_464,0.5859379768371582,0.5859379768371582,5.5
s_152,0.5859379768371582,0.5859379768371582,5.5
s_901,0.5859379768371582,0.5859379768371582,5.5
s_775,0.484375,0.484375,4.799999713897705
s_723,0.484375,0.484375,4.799998760223389
s_705,0.5859379768371582,0.5859439969062805,4.999959945678711
s_590,0.6054689884185791,0.6054670214653015,5.999984264373779
s_496,0.625,0.625,6.0
s_85,0.5859379768371582,0.5859289765357971,5.49992036819458
s_725,0.6640620231628418,0.6640679836273193,5.500030040740967
s_192,0.6054689884185791,0.6054689884185791,6.000010013580322
s_375,0.5859379768371582,0.5859310030937195,5.4999847412109375
s_599,0.5859379768371582,0.5859360098838806,5.500021934509277
s_450,0.6640620231628418,0.6640589833259583,5.500005722045898
s_65,0.6445310115814209,0.644540011882782,6.200010299682617
s_769,0.484375,0.484375,4.80000114440918
s_867,0.5859379768371582,0.5859410166740417,5.500075340270996
s_801,0.5859379768371582,0.5859410166740417,5.4999918937683105
s_64,0.546875,0.5468760132789612,5.000010013580322
s_818,0.5859379768371582,0.5859400033950806,5.500019073486328
s_502,0.625,0.6249960064888,5.500029563903809
s_196,0.625,0.6249979734420776,5.799962043762207
s_819,0.5859379768371582,0.5859299898147583,5.499857425689697
s_856,0.5859379768371582,0.5859410166740417,5.499980926513672
s_40,0.625,0.625,5.5
s_80,0.484375,0.484375,4.999999523162842
s_263,0.515625,0.515625,4.799999237060547
s_262,0.5859379768371582,0.5859370231628418,5.4999918937683105
s_145,0.625,0.6249920129776001,5.499996185302734
s_190,0.625,0.6249920129776001,5.4999918937683105
s_95,0.5859379768371582,0.5859299898147583,5.500039577484131
s_110,0.625,0.6250079870223999,5.500001430511475
s_715,0.625,0.6250029802322388,5.500092506408691
s_329,1.09375,1.09375,4.999999523162842
s_814,0.5664060115814209,0.566415011882782,6.00000524520874
s_129,0.6640620231628418,0.6640700101852417,5.499996185302734
s_238,0.625,0.625,5.5
s_386,0.6640620231628418,0.6640570163726807,5.499966621398926
s_445,0.6640620231628418,0.6640530228614807,5.80008602142334
s_101,0.6054689884185791,0.605472981929779,5.999972820281982
s_115,0.5859379768371582,0.5859410166740417,4.999992847442627
s_44,0.484375,0.484375,4.799998760223389
s_205,0.5390625,0.5390625,4.799999713897705
s_479,0.5859379768371582,0.5859349966049194,4.9999775886535645
s_881,0.5859379768371582,0.5859379768371582,5.5
s_99,0.5859379768371582,0.5859419703483582,5.999929428100586
s_483,0.5859379768371582,0.5859299898147583,5.49998140335083
s_331,0.5625,0.5625,5.200000286102295
s_143,0.5859379768371582,0.5859379768371582,5.5000810623168945
s_227,0.5468760132789612,0.5468699932098389,4.999943733215332
s_82,0.625,0.6250090003013611,5.49992036819458
s_151,0.5859379768371582,0.5859379768371582,5.5
s_851,0.484375,0.484375,4.799996376037598
s_33,0.484375,0.484375,4.799997329711914
s_62,0.625,0.6250090003013611,5.5000081062316895
s_292,0.484375,0.484375,4.799999713897705
s_1011,0.5859379768371582,0.5859379768371582,5.0
s_66,0.5859379768371582,0.5859379768371582,5.5
s_663,0.5859379768371582,0.5859419703483582,5.499997615814209
s_349,0.625,0.6250039935112,5.499995231628418
s_785,0.6640620231628418,0.6640620231628418,5.5000200271606445
s_398,0.484375,0.484375,4.799999713897705
s_864,0.5859379768371582,0.5859330296516418,5.000046730041504
s_427,0.484375,0.484375,4.799999713897705
s_130,0.484375,0.484375,4.799997806549072
s_213,0.515625,0.515625,5.19999885559082
s_838,0.5859379768371582,0.5859330296516418,5.499979019165039
s_497,0.484375,0.484375,4.8000006675720215
s_461,0.515625,0.515625,4.8000006675720215
s_796,0.484375,0.484375,4.800001621246338
s_470,0.625,0.6249939799308777,5.4999847412109375
s_282,0.5859379768371582,0.5859299898147583,4.999989986419678
s_133,0.484375,0.484375,4.799999713897705
s_405,0.6445310115814209,0.6445350050926208,5.799965858459473
s_392,0.484375,0.484375,4.799998760223389
s_166,1.0,1.0,5.625002861022949
s_508,0.5859379768371582,0.5859389901161194,5.000001907348633
s_858,0.625,0.6249939799308777,5.500044822692871
s_924,0.625,0.625,5.800000190734863
s_803,0.5859379768371582,0.5859299898147583,5.4999566078186035
s_710,0.5859379768371582,0.5859379768371582,5.5
s_13,1.0,1.0,5.000000953674316
s_241,0.484375,0.484375,5.1999969482421875
s_204,1.0,1.0,5.625000953674316
s_538,0.625,0.625,6.0
s_910,0.96875,0.96875,5.19999885559082
s_269,0.625,0.625,5.5
s_761,0.625,0.6250050067901611,5.500009536743164
s_665,0.625,0.6249909996986389,5.499946117401123
s_360,0.5859379768371582,0.5859360098838806,5.499964714050293
s_311,0.484375,0.484375,4.799999713897705
s_458,0.5859379768371582,0.5859379768371582,5.500011444091797
s_174,0.484375,0.484375,4.800000190734863
s_243,0.625,0.625,5.5
s_494,0.5859379768371582,0.5859379768371582,5.5
s_575,0.5859379768371582,0.5859320163726807,5.500040531158447
s_88,0.5859379768371582,0.5859289765357971,5.999971866607666
s_643,0.5859379768371582,0.5859379768371582,5.5
s_533,0.484375,0.484375,4.799999713897705
s_836,0.8072916865348816,0.8072916865348816,4.7999982833862305
s_945,0.5,0.5,4.799998760223389
s_651,0.5859379768371582,0.5859310030937195,5.500012397766113
s_555,0.625,0.625,5.5
s_272,0.5859379768371582,0.5859450101852417,5.499969482421875
s_67,0.5859379768371582,0.5859379768371582,5.5
s_442,0.484375,0.484375,5.000001430511475
s_744,0.546875,0.5468729734420776,5.0000319480896
s_428,0.46875,0.46875,5.199999809265137
s_589,0.484375,0.484375,4.799999237060547
s_714,0.9114583134651184,0.9114583134651184,5.199998378753662
s_632,0.625,0.6249989867210388,5.499996662139893
s_624,0.5859379768371582,0.5859370231628418,5.500033378601074
s_51,0.515625,0.515625,5.200000762939453
s_696,0.484375,0.484375,5.1999993324279785
s_708,0.625,0.6249989867210388,5.4999895095825195
s_530,0.484375,0.484375,4.8000030517578125
s_69,0.5,0.5,5.399999141693115
s_774,0.484375,0.484375,4.800000190734863
s_503,0.5859379768371582,0.5859450101852417,5.4999871253967285
s_411,0.5859379768371582,0.5859370231628418,5.499981880187988
s_350,0.5859379768371582,0.5859419703483582,5.4999566078186035
s_884,0.5859379768371582,0.5859400033950806,5.500014305114746
s_63,0.5859379768371582,0.5859379768371582,5.5
s_638,0.9114583134651184,0.9114583134651184,4.799996852874756
s_332,0.5859379768371582,0.5859379768371582,5.800000190734863
s_964,0.859375,0.859375,4.800000190734863
s_471,0.625,0.625,5.5
s_108,0.625,0.6250020265579224,6.000052452087402
s_506,0.625,0.6249970197677612,5.499935150146484
s_150,0.484375,0.484375,4.800000190734863
s_582,0.5859379768371582,0.5859349966049194,5.4999895095825195
s_37,0.5859379768371582,0.5859360098838806,5.499991416931152
s_1022,0.484375,0.484375,4.8000006675720215
s_750,0.625,0.625,5.999965667724609
s_909,0.625,0.6249909996986389,5.499979496002197
s_500,0.5859379768371582,0.5859379768371582,5.5
s_747,0.625,0.6250060200691223,5.999989032745361
s_936,0.96875,0.96875,4.799999713897705
s_679,0.6445310115814209,0.6445310115814209,6.0
s_955,0.625,0.625,5.5
s_242,0.5859379768371582,0.5859419703483582,5.499940395355225
s_194,0.5859379768371582,0.5859460234642029,5.500108242034912
s_127,0.625,0.6250039935112,5.499972343444824
s_8,0.5859379768371582,0.5859310030937195,5.50006628036499
s_862,0.5859379768371582,0.5859320163726807,5.500030994415283
s_740,0.484375,0.484375,4.799999713897705
s_96,0.703125,0.7031350135803223,5.999980926513672
s_920,0.546875,0.5468670129776001,5.000064373016357
s_463,0.625,0.6250079870223999,5.499938011169434
s_903,0.484375,0.484375,4.799999237060547
s_581,0.6445379853248596,0.644527018070221,5.999953746795654
s_875,0.484375,0.484375,5.399999141693115
s_407,0.484375,0.484375,4.799998760223389
s_79,0.484375,0.484375,4.799999713897705
s_793,0.484375,0.484375,4.800000190734863
s_940,0.625,0.6249930262565613,5.500032901763916
s_117,0.484375,0.484375,4.8000006675720215
s_1012,0.6445310115814209,0.6445310115814209,5.5
s_291,0.6445310115814209,0.6445379853248596,6.499926567077637
s_135,0.5859379768371582,0.5859450101852417,5.5000081062316895
s_683,0.5859379768371582,0.5859320163726807,5.499998569488525
s_996,0.484375,0.484375,4.799999713897705
s_914,0.484375,0.484375,4.8000006675720215
s_603,0.5859379768371582,0.5859379768371582,5.5
s_0,0.625,0.6249939799308777,5.4999284744262695
s_215,0.5468760132789612,0.5468829870223999,5.499985694885254
s_314,0.625,0.6250090003013611,5.500084400177002
s_396,0.546875,0.5468770265579224,5.0000319480896
s_289,0.625,0.625,5.500040054321289
s_177,1.09375,1.09375,4.999948978424072
s_207,0.6445310115814209,0.6445310115814209,6.0
s_185,0.625,0.6249979734420776,5.499937534332275
s_247,0.5859379768371582,0.5859400033950806,5.499985218048096
s_889,0.546875,0.5468689799308777,5.000002384185791
s_815,0.625,0.6250090003013611,5.500001430511475
s_573,0.546875,0.5468689799308777,4.999934673309326
s_985,0.5859379768371582,0.5859400033950806,5.000006198883057
s_57,0.625,0.625,5.5
s_569,0.625,0.6249989867210388,5.499993324279785
s_619,0.5859379768371582,0.5859330296516418,5.500007629394531
s_327,0.9114583134651184,0.9114583134651184,4.799999713897705
s_755,0.5234375,0.5234375,5.625000476837158
s_809,0.5859379768371582,0.5859360098838806,5.499984264373779
s_939,0.5859379768371582,0.5859379768371582,5.5
s_466,0.6640620231628418,0.6640560030937195,5.999922275543213
s_310,0.625,0.6250020265579224,5.499993324279785
s_175,0.484375,0.484375,4.8000006675720215
s_968,0.484375,0.484375,4.80000114440918
s_374,1.0,1.0,5.0
s_1009,0.6640620231628418,0.6640539765357971,5.500032901763916
s_869,0.9114583134651184,0.9114583134651184,4.800000190734863
s_219,0.625,0.6250069737434387,5.700023651123047
s_950,0.484375,0.484375,4.799997806549072
s_217,0.484375,0.484375,4.199999809265137
s_672,0.6640620231628418,0.6640620231628418,5.800000190734863
s_736,0.6445310115814209,0.6445369720458984,5.800079822540283
s_1021,0.546875,0.5468739867210388,5.499963283538818
s_641,0.484375,0.484375,4.799999713897705
s_395,0.484375,0.484375,4.799999713897705
s_189,0.484375,0.484375,4.799998760223389
s_713,0.5859379768371582,0.5859379768371582,5.5000200271606445
s_883,0.5859379768371582,0.5859450101852417,5.499978542327881
s_510,0.96875,0.96875,5.4000020027160645
s_406,0.5859379768371582,0.5859439969062805,5.500011920928955
s_84,0.5859379768371582,0.5859289765357971,5.499982833862305
s_368,0.5859379768371582,0.5859339833259583,5.500033378601074
s_511,0.546875,0.5468789935112,5.500003814697266
s_757,0.625,0.6249989867210388,5.499931335449219
s_523,0.625,0.6249979734420776,5.4999518394470215
s_795,0.625,0.6249949932098389,5.49992036819458
s_501,0.6445310115814209,0.6445379853248596,5.999910831451416
s_373,0.5859379768371582,0.5859299898147583,5.499938011169434
s_617,0.484375,0.484375,4.8000006675720215
s_872,0.6445310115814209,0.6445339918136597,5.799953460693359
s_702,0.5859379768371582,0.5859370231628418,5.499981880187988
s_338,0.5859379768371582,0.5859379768371582,5.5
s_891,0.5859379768371582,0.5859379768371582,5.5
s_230,0.625,0.6250010132789612,5.499913215637207
s_998,0.5859379768371582,0.5859429836273193,5.000004291534424
s_878,0.5859379768371582,0.5859289765357971,5.499944686889648
s_552,0.5859379768371582,0.5859349966049194,5.500082969665527
s_274,0.5859379768371582,0.5859450101852417,5.499984264373779
s_694,0.6445310115814209,0.6445369720458984,5.99995231628418
s_27,0.625,0.6250020265579224,5.000001907348633
s_252,0.484375,0.484375,4.800000190734863
s_505,0.6640620231628418,0.6640620231628418,5.5
s_253,0.5859379768371582,0.5859360098838806,5.499997615814209
s_376,0.484375,0.484375,4.800002098083496
s_324,0.5859379768371582,0.5859419703483582,5.5000104904174805
s_309,0.5859379768371582,0.5859379768371582,5.499983310699463
s_623,0.625,0.6249939799308777,5.499999046325684
s_689,0.484375,0.484375,4.800000190734863
s_568,0.5859379768371582,0.5859379768371582,5.500011444091797
s_692,0.625,0.6249970197677612,5.499997138977051
s_686,0.6445310115814209,0.6445249915122986,5.999989986419678
s_633,0.5859379768371582,0.5859310030937195,5.5000433921813965
s_712,0.484375,0.484375,4.800000190734863
s_673,0.625,0.6250020265579224,5.500003337860107
s_517,0.6445310115814209,0.6445310115814209,6.0
s_841,0.484375,0.484375,4.799999713897705
s_521,0.484375,0.484375,4.799998760223389
s_972,0.625,0.625,5.5000529289245605
s_989,0.5859379768371582,0.5859379768371582,5.500034332275391
s_257,0.5859379768371582,0.5859379768371582,5.5
s_25,0.484375,0.484375,4.799999713897705
s_20,0.484375,0.484375,4.799998760223389
s_91,0.484375,0.484375,4.8000006675720215
s_606,0.53125,0.53125,4.799998760223389
s_261,0.6250039935112,0.6249970197677612,5.499941825866699
s_650,0.6445310115814209,0.644536018371582,5.800094127655029
s_731,1.25,1.25,5.499989032745361
s_987,0.6445310115814209,0.6445329785346985,5.999959468841553
