Classifier,Fold,Repeat,train_auc,train_f1_macro,val_auc,val_mcc,val_kappa,val_f1_macro,val_accuracy,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,1,1,0.9744525632671953,0.8716694005739983,0.8550079318906679,0.4537907727380805,0.4476902154745548,0.4701762340274551,0.633107454017425,0.4523159780751814,"[0.21052631578947367, 0.5700934579439252, 0.5950920245398773, 0.6877323420074349, 0.5813953488372093]","[0.14814814814814814, 0.4236111111111111, 0.6139240506329114, 0.8486238532110092, 0.22727272727272727]","[0.17391304347826086, 0.4860557768924303, 0.6043613707165109, 0.7597535934291582, 0.32679738562091504]","[np.float64(0.14814814814814814), np.float64(0.4236111111111111), np.float64(0.6139240506329114), np.float64(0.8486238532110092), np.float64(0.22727272727272727)]"
Gradient Boosting,2,1,0.9774424150997785,0.8648281473832793,0.8387557366877332,0.4348719269843759,0.4297135017487995,0.44834927879398884,0.6235521235521235,0.43186963925631544,"[0.07142857142857142, 0.45217391304347826, 0.608433734939759, 0.67984934086629, 0.6818181818181818]","[0.07692307692307693, 0.348993288590604, 0.5754985754985755, 0.8454332552693209, 0.3125]","[0.07407407407407407, 0.3939393939393939, 0.5915080527086384, 0.7536534446764092, 0.42857142857142855]","[np.float64(0.07692307692307693), np.float64(0.348993288590604), np.float64(0.5754985754985755), np.float64(0.8454332552693209), np.float64(0.3125)]"
Gradient Boosting,3,1,0.9752339170835468,0.8706764426552265,0.8606816987149164,0.4792934061753866,0.47814122209018706,0.4759146468099427,0.6471716203259827,0.4704427735924586,"[0.125, 0.5398773006134969, 0.6310975609756098, 0.7252066115702479, 0.4666666666666667]","[0.03125, 0.5605095541401274, 0.6253776435045317, 0.7977272727272727, 0.3373493975903614]","[0.05, 0.55, 0.6282245827010622, 0.7597402597402597, 0.3916083916083916]","[np.float64(0.03125), np.float64(0.5605095541401274), np.float64(0.6253776435045317), np.float64(0.7977272727272727), np.float64(0.3373493975903614)]"
Gradient Boosting,4,1,0.976944195527793,0.8757239998628286,0.8545622509572631,0.4497307799281702,0.44501170683053404,0.4564424865246356,0.6315280464216635,0.4390492154931359,"[0.08333333333333333, 0.49572649572649574, 0.6224188790560472, 0.6807692307692308, 0.6304347826086957]","[0.043478260869565216, 0.3841059602649007, 0.6045845272206304, 0.8408551068883611, 0.32222222222222224]","[0.05714285714285714, 0.43283582089552236, 0.6133720930232558, 0.7523910733262487, 0.4264705882352941]","[np.float64(0.043478260869565216), np.float64(0.3841059602649007), np.float64(0.6045845272206304), np.float64(0.8408551068883611), np.float64(0.32222222222222224)]"
Gradient Boosting,5,1,0.9775153475697094,0.8814049953100611,0.8520275652753911,0.47820865603693663,0.4755786490316486,0.47642496192130357,0.6489874638379942,0.4674332965240768,"[0.15384615384615385, 0.5163398692810458, 0.6082474226804123, 0.739961759082218, 0.49122807017543857]","[0.05263157894736842, 0.5064102564102564, 0.5636942675159236, 0.86, 0.35443037974683544]","[0.0784313725490196, 0.511326860841424, 0.5851239669421487, 0.7954779033915724, 0.4117647058823529]","[np.float64(0.05263157894736842), np.float64(0.5064102564102564), np.float64(0.5636942675159236), np.float64(0.86), np.float64(0.35443037974683544)]"
Gradient Boosting,6,2,0.9766832725305752,0.8822959229496403,0.8513345920336757,0.49221502896521346,0.4889304913865655,0.5209629805861422,0.6647286821705426,0.49559970355855343,"[0.3333333333333333, 0.6222222222222222, 0.6417445482866043, 0.7028571428571428, 0.5897435897435898]","[0.16666666666666666, 0.5714285714285714, 0.6058823529411764, 0.827354260089686, 0.30666666666666664]","[0.2222222222222222, 0.5957446808510638, 0.6232980332829047, 0.7600411946446962, 0.40350877192982454]","[np.float64(0.16666666666666666), np.float64(0.5714285714285714), np.float64(0.6058823529411764), np.float64(0.827354260089686), np.float64(0.30666666666666664)]"
Gradient Boosting,7,2,0.9762187969476651,0.8735182209074184,0.8628876739478679,0.4673699359335997,0.4646842375492043,0.4469179532911056,0.648936170212766,0.4463704193845609,"[0.0, 0.44029850746268656, 0.6166666666666667, 0.7425373134328358, 0.47540983606557374]","[0.0, 0.472, 0.5817610062893082, 0.8522483940042827, 0.3258426966292135]","[0.0, 0.4555984555984556, 0.598705501618123, 0.7936191425722832, 0.38666666666666666]","[np.float64(0.0), np.float64(0.472), np.float64(0.5817610062893082), np.float64(0.8522483940042827), np.float64(0.3258426966292135)]"
Gradient Boosting,8,2,0.9768020640743327,0.8719342344450501,0.8428417522230987,0.43889131937577985,0.43598714409283224,0.4389330076917794,0.6196911196911197,0.4292113575887525,"[0.0, 0.5, 0.5963855421686747, 0.694, 0.5263157894736842]","[0.0, 0.4267515923566879, 0.5857988165680473, 0.8242280285035629, 0.30927835051546393]","[0.0, 0.46048109965635736, 0.591044776119403, 0.753528773072747, 0.38961038961038963]","[np.float64(0.0), np.float64(0.4267515923566879), np.float64(0.5857988165680473), np.float64(0.8242280285035629), np.float64(0.30927835051546393)]"
Gradient Boosting,9,2,0.9774938510574895,0.8814085853557886,0.849817946173971,0.46333884267468634,0.46002102260133626,0.4863868681667697,0.6363636363636364,0.47034112775981496,"[0.1875, 0.5961538461538461, 0.5681063122923588, 0.710727969348659, 0.54]","[0.15789473684210525, 0.49206349206349204, 0.5551948051948052, 0.8431818181818181, 0.30337078651685395]","[0.17142857142857143, 0.5391304347826087, 0.5615763546798029, 0.7713097713097713, 0.38848920863309355]","[np.float64(0.15789473684210525), np.float64(0.49206349206349204), np.float64(0.5551948051948052), np.float64(0.8431818181818181), np.float64(0.30337078651685395)]"
Gradient Boosting,10,2,0.9777162947341441,0.8775304270802398,0.8507292268877013,0.42899274814081656,0.4223820921127267,0.44092358214775934,0.611003861003861,0.42871333913261545,"[0.25, 0.42424242424242425, 0.621301775147929, 0.6602316602316602, 0.6111111111111112]","[0.09375, 0.4028776978417266, 0.5882352941176471, 0.855, 0.2037037037037037]","[0.13636363636363635, 0.4132841328413284, 0.60431654676259, 0.7450980392156863, 0.3055555555555556]","[np.float64(0.09375), np.float64(0.4028776978417266), np.float64(0.5882352941176471), np.float64(0.855), np.float64(0.2037037037037037)]"
