,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
original_glcm_MCC,0.8907817672523555,<,0.5972518289957243,0.803921568627451,0.803030303030303,mann-whitney U-test,2.3474319071858475e-67
original_glcm_Imc2,0.8899838723368135,<,0.6581346670512667,0.803921568627451,0.803030303030303,mann-whitney U-test,4.343363849588338e-67
original_glcm_Correlation,0.8881758764111704,<,0.5640012506256058,0.8156862745098039,0.8138528138528138,mann-whitney U-test,1.7432412484352183e-66
squareroot_glcm_Correlation,0.8860877684407096,<,0.5391645095458204,0.8156862745098039,0.8160173160173161,mann-whitney U-test,8.608485310177417e-66
logarithm_glcm_Correlation,0.886028350734233,<,0.4767422110986274,0.8196078431372549,0.8203463203463204,mann-whitney U-test,9.007578963546833e-66
squareroot_glcm_Imc2,0.88393175451999,<,0.6910266897861722,0.803921568627451,0.8008658008658008,mann-whitney U-test,4.4376377898714195e-65
squareroot_glcm_MCC,0.8836346659876071,<,0.6150833007669199,0.8,0.7965367965367965,mann-whitney U-test,5.558819303277218e-65
original_glcm_Imc1,0.8790170613700025,>,-0.1476625441933453,0.8051948051948052,0.803921568627451,mann-whitney U-test,1.8025249515806884e-63
logarithm_glcm_MCC,0.8744334097275274,<,0.6172122444763094,0.803921568627451,0.803030303030303,mann-whitney U-test,5.466389429020373e-62
logarithm_glcm_Imc1,0.8734402852049912,>,-0.142199333769294,0.8138528138528138,0.8117647058823529,mann-whitney U-test,1.1386801919106811e-61
squareroot_glcm_Imc1,0.8734402852049911,>,-0.1353951998858793,0.8073593073593074,0.807843137254902,mann-whitney U-test,1.1386801919106811e-61
logarithm_glcm_Imc2,0.8731771496477378,<,0.7135107284021929,0.803921568627451,0.803030303030303,mann-whitney U-test,1.3826209428654234e-61
log-sigma-2-mm-3D_firstorder_10Percentile,0.8555131143366438,>,2.08408169746399,0.7813852813852814,0.7803921568627451,mann-whitney U-test,4.622512626736266e-56
squareroot_firstorder_Kurtosis,0.8528053645700705,>,11.810874281120508,0.79004329004329,0.788235294117647,mann-whitney U-test,3.077468344297601e-55
original_glcm_ClusterTendency,0.8458534929123164,<,6.224527784069401,0.7725490196078432,0.7683982683982684,mann-whitney U-test,3.7443468460776667e-53
wavelet2-LL_glcm_Correlation,0.8456667515491045,<,0.5973394051945673,0.7725490196078432,0.7705627705627706,mann-whitney U-test,4.25422706143333e-53
logarithm_firstorder_Kurtosis,0.8456412868177573,>,23.38843516266632,0.7727272727272727,0.7725490196078432,mann-whitney U-test,4.328914333760115e-53
logarithm_firstorder_Skewness,0.8455564043799338,>,4.109175010784548,0.7727272727272727,0.7725490196078432,mann-whitney U-test,4.587429703263664e-53
original_glcm_ClusterShade,0.8421271538918598,<,15.595124550878491,0.7764705882352941,0.777056277056277,mann-whitney U-test,4.722064586018659e-52
squareroot_firstorder_90Percentile,0.8355148119854003,<,-82.30591193158041,0.7568627450980392,0.7575757575757576,mann-whitney U-test,3.965561968234485e-50
original_glcm_SumSquares,0.8351073762838467,<,2.038862968195135,0.7725490196078432,0.7683982683982684,mann-whitney U-test,5.195768967481439e-50
original_glcm_ClusterProminence,0.8329174093879974,<,166.1493742890946,0.7725490196078432,0.7554112554112554,mann-whitney U-test,2.2077932829738342e-49
squareroot_ngtdm_Contrast,0.8321789321789322,<,0.0367356384783606,0.7568627450980392,0.7575757575757576,mann-whitney U-test,3.5884705707550376e-49
original_glrlm_RunEntropy,0.8315338256514727,<,3.8301624437823065,0.7647058823529411,0.7640692640692641,mann-whitney U-test,5.480352548263633e-49
wavelet2-LL_glcm_Imc2,0.831516849163908,<,0.7934572335492889,0.7647058823529411,0.7640692640692641,mann-whitney U-test,5.541701938544937e-49
original_glcm_SumEntropy,0.831049995755878,<,3.201638417775124,0.7607843137254902,0.7619047619047619,mann-whitney U-test,7.52489322295389e-49
squareroot_glcm_Idmn,0.8310075545369662,>,0.988373729483901,0.7532467532467533,0.7568627450980392,mann-whitney U-test,7.736937115830753e-49
squareroot_glcm_ClusterTendency,0.83048128342246,<,25.8212731525436,0.7647058823529411,0.7705627705627706,mann-whitney U-test,1.091676275089732e-48
original_ngtdm_Contrast,0.8303879127408538,<,0.0259268713002512,0.7568627450980392,0.7554112554112554,mann-whitney U-test,1.1603736054424625e-48
squareroot_glszm_ZoneEntropy,0.8297682709447416,<,5.656664352242943,0.7490196078431373,0.7445887445887446,mann-whitney U-test,1.7390007810858785e-48
exponential_firstorder_RobustMeanAbsoluteDeviation,0.828605381546558,<,0.0744480197975196,0.7529411764705882,0.751082251082251,mann-whitney U-test,3.7081690258715635e-48
squareroot_glcm_Idn,0.82756981580511,>,0.9428092905125478,0.7467532467532467,0.7450980392156863,mann-whitney U-test,7.261791654464149e-48
log-sigma-2-mm-3D_glcm_Imc2,0.8274170274170274,<,0.8092773242011216,0.7490196078431373,0.751082251082251,mann-whitney U-test,8.01736032481337e-48
logarithm_glszm_ZoneEntropy,0.8272897037602918,<,5.757584331303063,0.7607843137254902,0.7619047619047619,mann-whitney U-test,8.706412487804134e-48
log-sigma-3-mm-3D_firstorder_10Percentile,0.8271454036159918,>,10.680652618408203,0.7532467532467533,0.7568627450980392,mann-whitney U-test,9.55883076923016e-48
logarithm_firstorder_90Percentile,0.8264833206009676,<,-171.79901843631356,0.7411764705882353,0.7445887445887446,mann-whitney U-test,1.4665665400204146e-47
original_firstorder_90Percentile,0.8256684491978609,<,-19.028587597135218,0.7529411764705882,0.7640692640692641,mann-whitney U-test,2.480766499314097e-47
exponential_firstorder_MeanAbsoluteDeviation,0.8253119429590016,<,0.1227615084758551,0.7568627450980392,0.7532467532467533,mann-whitney U-test,3.120918811859295e-47
log-sigma-0-6-mm-3D_firstorder_10Percentile,0.8252525252525252,>,-4.840069484710693,0.7748917748917749,0.7686274509803921,mann-whitney U-test,3.2425602246244565e-47
logarithm_glcm_Idmn,0.825176131058484,>,0.9880587060859526,0.7597402597402597,0.7607843137254902,mann-whitney U-test,3.405913917854754e-47
