,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
original_glcm_Correlation,0.8938238658025162,<,0.5919075716004273,0.8401639344262295,0.8435517970401691,mann-whitney U-test,5.023048208862148e-67
original_glcm_Imc2,0.8918656638824385,<,0.6984593530717738,0.8278688524590164,0.8287526427061311,mann-whitney U-test,2.2260402840074255e-66
squareroot_glcm_Correlation,0.887446712646865,<,0.5484743403668093,0.8360655737704918,0.8350951374207188,mann-whitney U-test,6.234949620902338e-65
logarithm_glcm_Correlation,0.8842018161023117,<,0.4894290902954125,0.819672131147541,0.8202959830866807,mann-whitney U-test,7.034336033936892e-64
log-sigma-2-mm-3D_firstorder_10Percentile,0.8785048348525283,>,1.870563054084779,0.8350951374207188,0.8073770491803278,mann-whitney U-test,4.7164669095307445e-62
squareroot_glcm_Imc2,0.8781495858316293,<,0.7251618180640663,0.8278688524590164,0.8287526427061311,mann-whitney U-test,6.117986612034755e-62
original_glcm_MCC,0.8774304231795653,<,0.6203039173929491,0.8114754098360656,0.813953488372093,mann-whitney U-test,1.0352026858734394e-61
squareroot_firstorder_Kurtosis,0.8765726267632482,>,9.503810900648814,0.8033826638477801,0.8032786885245902,mann-whitney U-test,1.936020077691215e-61
original_glrlm_RunEntropy,0.8757061657366652,<,3.913100186692878,0.819672131147541,0.8202959830866807,mann-whitney U-test,3.6384557936029394e-61
logarithm_glcm_Imc2,0.8692726926142863,<,0.7453648798668348,0.8278688524590164,0.8202959830866807,mann-whitney U-test,3.765480149059979e-59
original_glcm_ClusterTendency,0.8679773333795446,<,7.873648286828013,0.8237704918032787,0.8329809725158562,mann-whitney U-test,9.491565776721533e-59
original_ngtdm_Contrast,0.8672321768966832,<,0.0304954699707587,0.7868852459016393,0.7885835095137421,mann-whitney U-test,1.613155064058807e-58
squareroot_firstorder_90Percentile,0.865204658094479,<,-72.64588701804887,0.7827868852459017,0.7843551797040169,mann-whitney U-test,6.793047588200066e-58
original_firstorder_RobustMeanAbsoluteDeviation,0.8637576681800853,<,10.812662431673685,0.8155737704918032,0.8160676532769556,mann-whitney U-test,1.8861553345167642e-57
