Classifier,Fold,Repeat,train_auc,train_f1_macro,val_auc,val_mcc,val_kappa,val_f1_macro,val_accuracy,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,1,1,1.0,0.996738138293292,0.6808889422589745,0.3837225392644521,0.3800426188551693,0.3716057085960836,0.5874125874125874,0.3643086529884032,"[0.0, 0.5142857142857142, 0.5416666666666666, 0.8709677419354839, 0.0]","[0.0, 0.45, 0.6610169491525424, 0.7105263157894737, 0.0]","[0.0, 0.48, 0.5954198473282443, 0.782608695652174, 0.0]","[0.0, 0.45, 0.6610169491525424, 0.7105263157894737, 0.0]"
Gradient Boosting,2,1,1.0,0.9989530867980415,0.6776998797439975,0.39485270517985604,0.3922676916120281,0.4836113886113885,0.6111111111111112,0.46308591992802517,"[0.0, 0.4318181818181818, 0.7014925373134329, 0.6666666666666666, 1.0]","[0.0, 0.5277777777777778, 0.618421052631579, 0.7692307692307693, 0.4]","[0.0, 0.475, 0.6573426573426573, 0.7142857142857143, 0.5714285714285714]","[0.0, 0.5277777777777778, 0.618421052631579, 0.7692307692307693, 0.4]"
Gradient Boosting,3,1,1.0,1.0,0.7291849929043899,0.383537294182042,0.3824064252159418,0.373393085787452,0.6013986013986014,0.3885663322185061,"[0.0, 0.5135135135135135, 0.6575342465753424, 0.6333333333333333, 0.0]","[0.0, 0.48717948717948717, 0.6956521739130435, 0.76, 0.0]","[0.0, 0.5, 0.676056338028169, 0.6909090909090909, 0.0]","[0.0, 0.48717948717948717, 0.6956521739130435, 0.76, 0.0]"
Gradient Boosting,4,1,1.0,1.0,,0.40124462450018017,0.3902881958152389,0.5639319499345486,0.6223776223776224,0.5586550584757185,"[0.0, 0.5555555555555556, 0.5882352941176471, 0.7368421052631579, 0.5]","[0.0, 0.29411764705882354, 0.7575757575757576, 0.6829268292682927, 0.5]","[0.0, 0.38461538461538464, 0.6622516556291391, 0.7088607594936709, 0.5]","[nan, 0.29411764705882354, 0.7575757575757576, 0.6829268292682927, 0.5]"
Gradient Boosting,5,1,1.0,0.9988581134607013,,0.36121598353547646,0.35765983112183364,0.42410830999066296,0.5774647887323944,0.508200217121588,"[0.0, 0.5172413793103449, 0.5915492957746479, 0.5897435897435898, 1.0]","[0.0, 0.38461538461538464, 0.65625, 0.7419354838709677, 0.25]","[0.0, 0.4411764705882353, 0.6222222222222222, 0.6571428571428571, 0.4]","[nan, 0.38461538461538464, 0.65625, 0.7419354838709677, 0.25]"
Gradient Boosting,6,2,1.0,0.9988428268906357,0.7937410927351012,0.39393535666206586,0.3888446215139443,0.39672808540742166,0.5874125874125874,0.3954302422723475,"[0.0, 0.5806451612903226, 0.5633802816901409, 0.6578947368421053, 0.3333333333333333]","[0.0, 0.45, 0.7017543859649122, 0.7142857142857143, 0.1111111111111111]","[0.0, 0.5070422535211268, 0.625, 0.684931506849315, 0.16666666666666666]","[0.0, 0.45, 0.7017543859649122, 0.7142857142857143, 0.1111111111111111]"
Gradient Boosting,7,2,1.0,0.9988153493441576,0.7050587259390549,0.3475661978918879,0.342711762945226,0.3484646888422735,0.5763888888888888,0.34335004177109435,"[0.0, 0.4666666666666667, 0.5512820512820513, 0.7878787878787878, 0.0]","[0.0, 0.35, 0.6825396825396826, 0.6842105263157895, 0.0]","[0.0, 0.4, 0.6099290780141844, 0.7323943661971831, 0.0]","[0.0, 0.35, 0.6825396825396826, 0.6842105263157895, 0.0]"
Gradient Boosting,8,2,1.0,0.9979463186407289,0.8484547884275464,0.36715462738381816,0.3630040637699281,0.4048430735930736,0.6013986013986014,0.3986396499238965,"[0.0, 0.4090909090909091, 0.6666666666666666, 0.5833333333333334, 0.6666666666666666]","[0.0, 0.28125, 0.7397260273972602, 0.75, 0.2222222222222222]","[0.0, 0.3333333333333333, 0.7012987012987013, 0.65625, 0.3333333333333333]","[0.0, 0.28125, 0.7397260273972602, 0.75, 0.2222222222222222]"
Gradient Boosting,9,2,1.0,0.9989439620646567,,0.39043349014332207,0.389979058403785,0.3769042860315345,0.6153846153846154,0.4651785714285714,"[0.0, 0.48717948717948717, 0.6486486486486487, 0.7777777777777778, 0.0]","[0.0, 0.475, 0.6857142857142857, 0.7, 0.0]","[0.0, 0.4810126582278481, 0.6666666666666666, 0.7368421052631579, 0.0]","[nan, 0.475, 0.6857142857142857, 0.7, 0.0]"
Gradient Boosting,10,2,1.0,1.0,0.8087364153324816,0.36321570120777347,0.36051467631684764,0.3537399615052764,0.6056338028169014,0.3564788732394366,"[0.0, 0.5172413793103449, 0.6419753086419753, 0.6129032258064516, 0.0]","[0.0, 0.4166666666666667, 0.7323943661971831, 0.6333333333333333, 0.0]","[0.0, 0.46153846153846156, 0.6842105263157895, 0.6229508196721312, 0.0]","[0.0, 0.4166666666666667, 0.7323943661971831, 0.6333333333333333, 0.0]"
