Classifier,Fold,Repeat,train_auc,train_f1_macro,val_auc,val_mcc,val_kappa,val_f1_macro,val_accuracy,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Gradient Boosting,19,4,0.9999975345167652,0.9987272339518022,0.8435876272243593,0.509526127705111,0.5084809086154075,0.4979139103478394,0.6783216783216783,0.4794458323870089,"[0.0, 0.5666666666666667, 0.7101449275362319, 0.7073170731707317, 1.0]","[0.0, 0.6071428571428571, 0.7205882352941176, 0.7837837837837838, 0.2857142857142857]","[0.0, 0.5862068965517241, 0.7153284671532847, 0.7435897435897436, 0.4444444444444444]","[0.0, 0.6071428571428571, 0.7205882352941176, 0.7837837837837838, 0.2857142857142857]"
Gradient Boosting,20,4,1.0,0.9987101101565926,0.7994301828519019,0.3592167624741696,0.35362362513183665,0.4312274550107813,0.5804195804195804,0.41058726220016545,"[0.0, 0.4, 0.5526315789473685, 0.6888888888888889, 1.0]","[0.0, 0.25806451612903225, 0.6666666666666666, 0.7948717948717948, 0.3333333333333333]","[0.0, 0.3137254901960784, 0.60431654676259, 0.7380952380952381, 0.5]","[0.0, 0.25806451612903225, 0.6666666666666666, 0.7948717948717948, 0.3333333333333333]"
Gradient Boosting,21,5,1.0,1.0,0.8503130508979128,0.4608671210636526,0.4541167664670658,0.4393296728437429,0.6433566433566433,0.4470900677352291,"[0.0, 0.56, 0.6447368421052632, 0.717948717948718, 0.3333333333333333]","[0.0, 0.3783783783783784, 0.7538461538461538, 0.9032258064516129, 0.2]","[0.0, 0.45161290322580644, 0.6950354609929078, 0.8, 0.25]","[0.0, 0.3783783783783784, 0.7538461538461538, 0.9032258064516129, 0.2]"
Gradient Boosting,22,5,1.0,0.9987677686288968,0.8528218800656063,0.5049642150982576,0.503701989819528,0.432842509603073,0.6853146853146853,0.4397256264861899,"[0.0, 0.5, 0.7323943661971831, 0.75, 0.16666666666666666]","[0.0, 0.4090909090909091, 0.7323943661971831, 0.8571428571428571, 0.2]","[0.0, 0.45, 0.7323943661971831, 0.8, 0.18181818181818182]","[0.0, 0.4090909090909091, 0.7323943661971831, 0.8571428571428571, 0.2]"
Gradient Boosting,23,5,1.0,0.998747130913219,0.8430169704717653,0.5207252712901401,0.5168547953620518,0.5258033932943668,0.6923076923076923,0.5895652173913044,"[0.0, 0.5294117647058824, 0.6621621621621622, 0.8297872340425532, 0.5]","[0.0, 0.34615384615384615, 0.7538461538461538, 0.8478260869565217, 1.0]","[0.0, 0.4186046511627907, 0.7050359712230215, 0.8387096774193549, 0.6666666666666666]","[0.0, 0.34615384615384615, 0.7538461538461538, 0.8478260869565217, 1.0]"
Gradient Boosting,24,5,1.0,0.9987183747901595,0.8263368724151178,0.44453166224692703,0.43709150326797386,0.414939477266291,0.6293706293706294,0.40178266178266175,"[0.0, 0.6470588235294118, 0.6486486486486487, 0.6521739130434783, 1.0]","[0.0, 0.36666666666666664, 0.7619047619047619, 0.7692307692307693, 0.1111111111111111]","[0.0, 0.46808510638297873, 0.7007299270072993, 0.7058823529411765, 0.2]","[0.0, 0.36666666666666664, 0.7619047619047619, 0.7692307692307693, 0.1111111111111111]"
Gradient Boosting,25,5,1.0,1.0,0.7080199739955764,0.36941861824347766,0.3687715098009876,0.3869824561403509,0.5874125874125874,0.38321399345335516,"[0.0, 0.3333333333333333, 0.6086956521739131, 0.7674418604651163, 0.25]","[0.0, 0.3076923076923077, 0.65625, 0.7021276595744681, 0.25]","[0.0, 0.32, 0.631578947368421, 0.7333333333333333, 0.25]","[0.0, 0.3076923076923077, 0.65625, 0.7021276595744681, 0.25]"
Gradient Boosting,26,6,1.0,1.0,0.7929143488265086,0.4073210935230399,0.4050962038481539,0.42674024973080504,0.6083916083916084,0.4235197368421053,"[0.3333333333333333, 0.52, 0.5972222222222222, 0.7317073170731707, 0.0]","[0.25, 0.40625, 0.671875, 0.7894736842105263, 0.0]","[0.2857142857142857, 0.45614035087719296, 0.6323529411764706, 0.759493670886076, 0.0]","[0.25, 0.40625, 0.671875, 0.7894736842105263, 0.0]"
Gradient Boosting,27,6,1.0,0.9974680170575694,0.8427474010037799,0.4067289626368731,0.3968062669478759,0.4443397052385816,0.6083916083916084,0.4558990372105126,"[0.0, 0.5, 0.5822784810126582, 0.7272727272727273, 0.5]","[0.0, 0.21428571428571427, 0.7540983606557377, 0.7111111111111111, 0.6]","[0.0, 0.3, 0.6571428571428571, 0.7191011235955056, 0.5454545454545454]","[0.0, 0.21428571428571427, 0.7540983606557377, 0.7111111111111111, 0.6]"
Gradient Boosting,28,6,1.0,0.9987547837059297,0.8098790332261654,0.5260502935539634,0.5257596791608823,0.40521822541966424,0.6993006993006993,0.4117965367965368,"[0.0, 0.4230769230769231, 0.7246376811594203, 0.8478260869565217, 0.0]","[0.0, 0.4583333333333333, 0.7142857142857143, 0.8863636363636364, 0.0]","[0.0, 0.44, 0.7194244604316546, 0.8666666666666667, 0.0]","[0.0, 0.4583333333333333, 0.7142857142857143, 0.8863636363636364, 0.0]"
Gradient Boosting,29,6,1.0,0.9987113685367607,0.8484452634234924,0.5004473010260009,0.4919319022945965,0.44951079622132256,0.6643356643356644,0.42985562310030395,"[0.0, 0.5, 0.6111111111111112, 0.8333333333333334, 1.0]","[0.0, 0.3125, 0.7857142857142857, 0.851063829787234, 0.2]","[0.0, 0.38461538461538464, 0.6875, 0.8421052631578947, 0.3333333333333333]","[0.0, 0.3125, 0.7857142857142857, 0.851063829787234, 0.2]"
Gradient Boosting,30,6,1.0,0.9987365848200838,0.7817865475313659,0.43766947442939796,0.43433544303797467,0.4202808302808303,0.6503496503496503,0.41791369920402177,"[0.0, 0.5882352941176471, 0.7215189873417721, 0.6097560975609756, 0.3333333333333333]","[0.0, 0.4, 0.7402597402597403, 0.8064516129032258, 0.14285714285714285]","[0.0, 0.47619047619047616, 0.7307692307692307, 0.6944444444444444, 0.2]","[0.0, 0.4, 0.7402597402597403, 0.8064516129032258, 0.14285714285714285]"
Gradient Boosting,31,7,1.0,0.99742993848257,0.8042966618460173,0.521700512559944,0.5207984264588038,0.4604440339354133,0.6783216783216783,0.44712349980642657,"[0.0, 0.5714285714285714, 0.7076923076923077, 0.7906976744186046, 0.5]","[0.0, 0.5333333333333333, 0.7301587301587301, 0.8292682926829268, 0.14285714285714285]","[0.0, 0.5517241379310345, 0.71875, 0.8095238095238095, 0.2222222222222222]","[0.0, 0.5333333333333333, 0.7301587301587301, 0.8292682926829268, 0.14285714285714285]"
Gradient Boosting,32,7,1.0,1.0,0.8277919898512296,0.4839423343752933,0.4834048317904719,0.4462618083670716,0.6643356643356644,0.45093095813204503,"[0.0, 0.4, 0.6818181818181818, 0.7959183673469388, 0.3333333333333333]","[0.0, 0.37037037037037035, 0.703125, 0.8478260869565217, 0.3333333333333333]","[0.0, 0.38461538461538464, 0.6923076923076923, 0.8210526315789474, 0.3333333333333333]","[0.0, 0.37037037037037035, 0.703125, 0.8478260869565217, 0.3333333333333333]"
Gradient Boosting,33,7,1.0,0.9987532813867244,0.8537936753188194,0.43229829421116506,0.42836584585865045,0.41057406094968113,0.6503496503496503,0.4212987225679659,"[0.0, 0.4375, 0.6585365853658537, 0.775, 0.2]","[0.0, 0.2916666666666667, 0.7605633802816901, 0.7209302325581395, 0.3333333333333333]","[0.0, 0.35, 0.7058823529411765, 0.7469879518072289, 0.25]","[0.0, 0.2916666666666667, 0.7605633802816901, 0.7209302325581395, 0.3333333333333333]"
Gradient Boosting,34,7,1.0,0.9974271012006861,0.7662299114015592,0.4105279833607979,0.40176466113942344,0.4265432098765432,0.6153846153846154,0.4192982456140351,"[0.0, 0.5555555555555556, 0.6, 0.6744186046511628, 0.5]","[0.0, 0.3333333333333333, 0.75, 0.7631578947368421, 0.25]","[0.0, 0.4166666666666667, 0.6666666666666666, 0.7160493827160493, 0.3333333333333333]","[0.0, 0.3333333333333333, 0.75, 0.7631578947368421, 0.25]"
Gradient Boosting,35,7,1.0,0.9974213619080541,0.8447982684845335,0.4669440869006516,0.4587433762301286,0.4654681903462391,0.6503496503496503,0.4564578214578215,"[0.0, 0.6, 0.6363636363636364, 0.7111111111111111, 0.6]","[0.0, 0.3, 0.7424242424242424, 0.8648648648648649, 0.375]","[0.0, 0.4, 0.6853146853146853, 0.7804878048780488, 0.46153846153846156]","[0.0, 0.3, 0.7424242424242424, 0.8648648648648649, 0.375]"
Gradient Boosting,36,8,1.0,0.998786532082043,0.7768873533060209,0.47451830536312384,0.4724439090498419,0.44265924551638836,0.6573426573426573,0.42338736913204994,"[0.0, 0.3157894736842105, 0.6666666666666666, 0.7843137254901961, 1.0]","[0.0, 0.2857142857142857, 0.7301587301587301, 0.851063829787234, 0.25]","[0.0, 0.3, 0.696969696969697, 0.8163265306122449, 0.4]","[0.0, 0.2857142857142857, 0.7301587301587301, 0.851063829787234, 0.25]"
Gradient Boosting,37,8,1.0,0.9974155346569139,,0.45382731493150374,0.4493083935869224,0.46859522400868603,0.6573426573426573,0.5445378151260505,"[0.0, 0.47368421052631576, 0.6410256410256411, 0.7727272727272727, 1.0]","[0.0, 0.3, 0.7352941176470589, 0.8095238095238095, 0.3333333333333333]","[0.0, 0.3673469387755102, 0.684931506849315, 0.7906976744186046, 0.5]","[nan, 0.3, 0.7352941176470589, 0.8095238095238095, 0.3333333333333333]"
Gradient Boosting,38,8,1.0,1.0,0.8617419688648903,0.4075076534375721,0.39502908514013757,0.33876164344637133,0.6083916083916084,0.3573343605546995,"[0.0, 0.46153846153846156, 0.5789473684210527, 0.6981132075471698, 0.0]","[0.0, 0.2, 0.7457627118644068, 0.8409090909090909, 0.0]","[0.0, 0.27906976744186046, 0.6518518518518519, 0.7628865979381443, 0.0]","[0.0, 0.2, 0.7457627118644068, 0.8409090909090909, 0.0]"
Gradient Boosting,39,8,1.0,1.0,0.8361481585617427,0.4304418297861062,0.42795762649085123,0.45102433503112616,0.6223776223776224,0.4639575330772514,"[0.0, 0.4666666666666667, 0.703125, 0.6511627906976745, 0.4]","[0.0, 0.4375, 0.6338028169014085, 0.8484848484848485, 0.4]","[0.0, 0.45161290322580644, 0.6666666666666666, 0.7368421052631579, 0.4]","[0.0, 0.4375, 0.6338028169014085, 0.8484848484848485, 0.4]"
Gradient Boosting,40,8,1.0,0.9987287019332909,0.847892507640573,0.4357994819629254,0.43245306060143496,0.3810731364275668,0.6363636363636364,0.38381444426220546,"[0.0, 0.5, 0.6363636363636364, 0.775, 0.0]","[0.0, 0.39285714285714285, 0.7313432835820896, 0.7948717948717948, 0.0]","[0.0, 0.44, 0.6805555555555556, 0.7848101265822784, 0.0]","[0.0, 0.39285714285714285, 0.7313432835820896, 0.7948717948717948, 0.0]"
Gradient Boosting,41,9,1.0,0.997198170076361,0.8476218589936071,0.3722139804672993,0.3645418326693227,0.4424242777939889,0.5944055944055944,0.4316129032258065,"[0.0, 0.5333333333333333, 0.5925925925925926, 0.6585365853658537, 0.6666666666666666]","[0.0, 0.25806451612903225, 0.7058823529411765, 0.7941176470588235, 0.4]","[0.0, 0.34782608695652173, 0.6442953020134228, 0.72, 0.5]","[0.0, 0.25806451612903225, 0.7058823529411765, 0.7941176470588235, 0.4]"
Gradient Boosting,42,9,1.0,0.9987260154228295,0.7391919332829728,0.48236195788337793,0.4804823374816418,0.44328592507972775,0.6713286713286714,0.49283283283283286,"[0.0, 0.55, 0.7466666666666667, 0.7, 0.16666666666666666]","[0.0, 0.4074074074074074, 0.7567567567567568, 0.8, 0.5]","[0.0, 0.46808510638297873, 0.7516778523489933, 0.7466666666666667, 0.25]","[0.0, 0.4074074074074074, 0.7567567567567568, 0.8, 0.5]"
Gradient Boosting,43,9,1.0,1.0,0.7871357971928088,0.39042053435757024,0.38764697343591226,0.4072180451127819,0.5874125874125874,0.3974518749304551,"[0.0, 0.4444444444444444, 0.5483870967741935, 0.7115384615384616, 1.0]","[0.0, 0.36363636363636365, 0.5964912280701754, 0.8604651162790697, 0.16666666666666666]","[0.0, 0.4, 0.5714285714285714, 0.7789473684210526, 0.2857142857142857]","[0.0, 0.36363636363636365, 0.5964912280701754, 0.8604651162790697, 0.16666666666666666]"
Gradient Boosting,44,9,1.0,1.0,0.860793787246293,0.5278439927340328,0.5258477769404672,0.4839994069162429,0.6923076923076923,0.4802173913043478,"[0.0, 0.36, 0.765625, 0.7916666666666666, 0.6]","[0.0, 0.5, 0.7, 0.8260869565217391, 0.375]","[0.0, 0.4186046511627907, 0.7313432835820896, 0.8085106382978723, 0.46153846153846156]","[0.0, 0.5, 0.7, 0.8260869565217391, 0.375]"
Gradient Boosting,45,9,1.0,0.9977026796381636,0.7057423336543841,0.4498150438511061,0.44466019417475733,0.3816479400749063,0.6363636363636364,0.37707807428777496,"[0.0, 0.5833333333333334, 0.6027397260273972, 0.7857142857142857, 0.0]","[0.0, 0.4375, 0.7457627118644068, 0.7021276595744681, 0.0]","[0.0, 0.5, 0.6666666666666666, 0.7415730337078652, 0.0]","[0.0, 0.4375, 0.7457627118644068, 0.7021276595744681, 0.0]"
Gradient Boosting,46,10,1.0,1.0,0.7555295362013836,0.40887519468620415,0.4081973736569836,0.35432748538011694,0.6363636363636364,0.3581254331254331,"[0.0, 0.3333333333333333, 0.6923076923076923, 0.7317073170731707, 0.0]","[0.0, 0.2916666666666667, 0.7297297297297297, 0.7692307692307693, 0.0]","[0.0, 0.3111111111111111, 0.7105263157894737, 0.75, 0.0]","[0.0, 0.2916666666666667, 0.7297297297297297, 0.7692307692307693, 0.0]"
Gradient Boosting,47,10,1.0,0.9984834018293274,0.7957441271576248,0.41941197449443374,0.4137564530822957,0.3612075411503145,0.6223776223776224,0.36952380952380953,"[0.0, 0.47368421052631576, 0.6, 0.7446808510638298, 0.0]","[0.0, 0.3, 0.7142857142857143, 0.8333333333333334, 0.0]","[0.0, 0.3673469387755102, 0.6521739130434783, 0.7865168539325843, 0.0]","[0.0, 0.3, 0.7142857142857143, 0.8333333333333334, 0.0]"
Gradient Boosting,48,10,1.0,1.0,0.8130860986713252,0.4393248856977227,0.4365971107544141,0.43074096778612025,0.6223776223776224,0.42279720279720284,"[0.0, 0.4782608695652174, 0.6190476190476191, 0.6981132075471698, 0.6666666666666666]","[0.0, 0.4230769230769231, 0.65, 0.8409090909090909, 0.2]","[0.0, 0.4489795918367347, 0.6341463414634146, 0.7628865979381443, 0.3076923076923077]","[0.0, 0.4230769230769231, 0.65, 0.8409090909090909, 0.2]"
Gradient Boosting,49,10,1.0,1.0,0.8062870976987041,0.37503646793742323,0.37379755922469493,0.4004771696393231,0.5734265734265734,0.4089389188511225,"[0.0, 0.5172413793103449, 0.6290322580645161, 0.7105263157894737, 0.14285714285714285]","[0.0, 0.4411764705882353, 0.582089552238806, 0.7714285714285715, 0.25]","[0.0, 0.47619047619047616, 0.6046511627906976, 0.7397260273972602, 0.18181818181818182]","[0.0, 0.4411764705882353, 0.582089552238806, 0.7714285714285715, 0.25]"
Gradient Boosting,50,10,1.0,1.0,0.8164977063370195,0.5885254974412844,0.5853491033956505,0.5012860618700035,0.7342657342657343,0.48641203703703706,"[0.0, 0.6363636363636364, 0.6986301369863014, 0.8478260869565217, 0.5]","[0.0, 0.5185185185185185, 0.796875, 0.8666666666666667, 0.25]","[0.0, 0.5714285714285714, 0.7445255474452555, 0.8571428571428571, 0.3333333333333333]","[0.0, 0.5185185185185185, 0.796875, 0.8666666666666667, 0.25]"
KNN,1,1,0.938711019120823,0.5442304539096767,0.711928283237732,0.36621248994394934,0.36179397131987123,0.34228874573702156,0.5734265734265734,0.36861559139784944,"[0.0, 0.34615384615384615, 0.5882352941176471, 0.6875, 0.0]","[0.0, 0.28125, 0.6451612903225806, 0.9166666666666666, 0.0]","[0.0, 0.3103448275862069, 0.6153846153846154, 0.7857142857142857, 0.0]","[0.0, 0.28125, 0.6451612903225806, 0.9166666666666666, 0.0]"
KNN,2,1,0.9390729933839592,0.49653847094782044,0.741498434840915,0.37178007272417635,0.3683280571302363,0.3524984750040573,0.5804195804195804,0.36044191019244476,"[0.0, 0.358974358974359, 0.5606060606060606, 0.8421052631578947, 0.0]","[0.0, 0.5, 0.6065573770491803, 0.6956521739130435, 0.0]","[0.0, 0.417910447761194, 0.5826771653543307, 0.7619047619047619, 0.0]","[0.0, 0.5, 0.6065573770491803, 0.6956521739130435, 0.0]"
KNN,3,1,0.9380610206789841,0.5354472549491316,0.7062502024715271,0.43690034423107355,0.42972159518434916,0.43591449054738024,0.6293706293706294,0.4313973494536154,"[0.0, 0.5454545454545454, 0.6617647058823529, 0.6274509803921569, 1.0]","[0.0, 0.36363636363636365, 0.6521739130434783, 0.9411764705882353, 0.2]","[0.0, 0.43636363636363634, 0.656934306569343, 0.7529411764705882, 0.3333333333333333]","[0.0, 0.36363636363636365, 0.6521739130434783, 0.9411764705882353, 0.2]"
KNN,4,1,0.9356802033249277,0.5022404087140929,0.7587284737588065,0.4748453351888473,0.4735646588861909,0.4943779480850005,0.6713286713286714,0.46477509947768886,"[0.0, 0.56, 0.6710526315789473, 0.7317073170731707, 1.0]","[0.0, 0.4827586206896552, 0.7183098591549296, 0.7894736842105263, 0.3333333333333333]","[0.0, 0.5185185185185185, 0.6938775510204082, 0.759493670886076, 0.5]","[0.0, 0.4827586206896552, 0.7183098591549296, 0.7894736842105263, 0.3333333333333333]"
KNN,5,1,0.9377353974270894,0.5312752349234513,0.7433555193088528,0.35548220436948047,0.3547721015601101,0.3798327507169322,0.5874125874125874,0.37211558307533543,"[0.0, 0.2916666666666667, 0.582089552238806, 0.74, 0.5]","[0.0, 0.3684210526315789, 0.6, 0.7254901960784313, 0.16666666666666666]","[0.0, 0.32558139534883723, 0.5909090909090909, 0.7326732673267327, 0.25]","[0.0, 0.3684210526315789, 0.6, 0.7254901960784313, 0.16666666666666666]"
KNN,6,2,0.9331818457777998,0.5056635915556582,0.7602446666427244,0.45529594265732476,0.45386495569813623,0.4594348050970988,0.6503496503496503,0.4348015034061546,"[0.0, 0.4444444444444444, 0.6438356164383562, 0.7857142857142857, 1.0]","[0.0, 0.4444444444444444, 0.7121212121212122, 0.7674418604651163, 0.25]","[0.0, 0.4444444444444444, 0.6762589928057554, 0.7764705882352941, 0.4]","[0.0, 0.4444444444444444, 0.7121212121212122, 0.7674418604651163, 0.25]"
KNN,7,2,0.9357961444465118,0.5350101061728969,0.7623757028326745,0.4010153751252873,0.39977908689248887,0.37301259479956667,0.6013986013986014,0.38712690817953976,"[0.0, 0.5263157894736842, 0.6, 0.675, 0.0]","[0.0, 0.6060606060606061, 0.6190476190476191, 0.7105263157894737, 0.0]","[0.0, 0.5633802816901409, 0.609375, 0.6923076923076923, 0.0]","[0.0, 0.6060606060606061, 0.6190476190476191, 0.7105263157894737, 0.0]"
