Classifier,Fold,Repeat,train_auc,train_f1_macro,val_auc,val_mcc,val_kappa,val_f1_macro,val_accuracy,val_balanced_accuracy,per_class_precision,per_class_recall,per_class_f1,per_class_accuracy
Logistic Regression,13,3,0.9263501466746055,0.6143883382098403,0.8347744376362103,0.43785844559672815,0.43311855635259466,0.4734495575449883,0.5933147632311978,0.5268958401216466,"[0.03125, 0.4253731343283582, 0.6515837104072398, 0.7791666666666667, 0.4065934065934066]","[0.06666666666666667, 0.5181818181818182, 0.5161290322580645, 0.6925925925925925, 0.8409090909090909]","[0.0425531914893617, 0.4672131147540984, 0.576, 0.7333333333333333, 0.5481481481481482]","[0.06666666666666667, 0.5181818181818182, 0.5161290322580645, 0.6925925925925925, 0.8409090909090909]"
Logistic Regression,14,3,0.9260323925673397,0.6126172511567276,0.8398605085265339,0.4791751906466794,0.4715244196459323,0.5189562753669404,0.6227208976157083,0.5835918660187394,"[0.10416666666666667, 0.3900709219858156, 0.68, 0.8120567375886525, 0.5373134328358209]","[0.35714285714285715, 0.55, 0.4524714828897338, 0.7923875432525952, 0.7659574468085106]","[0.16129032258064516, 0.45643153526970953, 0.54337899543379, 0.8021015761821366, 0.631578947368421]","[0.35714285714285715, 0.55, 0.4524714828897338, 0.7923875432525952, 0.7659574468085106]"
Logistic Regression,15,3,0.9239037653713545,0.6093181803516295,0.873925635565515,0.4778391705302611,0.47147037615839793,0.5122166306124327,0.6356050069541029,0.6244748905508819,"[0.1016949152542373, 0.4222222222222222, 0.7106598984771574, 0.7986798679867987, 0.44285714285714284]","[0.6, 0.4691358024691358, 0.5243445692883895, 0.7538940809968847, 0.775]","[0.17391304347826086, 0.4444444444444444, 0.603448275862069, 0.7756410256410257, 0.5636363636363636]","[0.6, 0.4691358024691358, 0.5243445692883895, 0.7538940809968847, 0.775]"
Logistic Regression,16,4,0.9237236278236551,0.6196147322009223,0.8822606610190847,0.4787907264198312,0.46857834619407224,0.5250012138649056,0.6234309623430963,0.6419056494922669,"[0.15217391304347827, 0.3492063492063492, 0.7230769230769231, 0.8, 0.4666666666666667]","[0.5833333333333334, 0.5176470588235295, 0.47474747474747475, 0.7801418439716312, 0.8536585365853658]","[0.2413793103448276, 0.41706161137440756, 0.573170731707317, 0.7899461400359067, 0.603448275862069]","[0.5833333333333334, 0.5176470588235295, 0.47474747474747475, 0.7801418439716312, 0.8536585365853658]"
Logistic Regression,17,4,0.9228323406393425,0.6107539671471847,0.7965818476705335,0.4946609882273566,0.4865724479353929,0.5057121179314373,0.6358543417366946,0.5484325656817157,"[0.030303030303030304, 0.3382352941176471, 0.7055837563451777, 0.8246268656716418, 0.5875]","[0.07692307692307693, 0.6388888888888888, 0.516728624535316, 0.7391304347826086, 0.7704918032786885]","[0.043478260869565216, 0.4423076923076923, 0.5965665236051502, 0.7795414462081128, 0.6666666666666666]","[0.07692307692307693, 0.6388888888888888, 0.516728624535316, 0.7391304347826086, 0.7704918032786885]"
Logistic Regression,18,4,0.9258857577194071,0.6086038942899691,0.8350176488429184,0.46577236704235614,0.4606004274455675,0.4993495388750773,0.6154929577464788,0.5647875907407653,"[0.07692307692307693, 0.4375, 0.65, 0.8384615384615385, 0.4142857142857143]","[0.25, 0.5185185185185185, 0.5058365758754864, 0.7440273037542662, 0.8055555555555556]","[0.11764705882352941, 0.4745762711864407, 0.5689277899343544, 0.7884267631103075, 0.5471698113207547]","[0.25, 0.5185185185185185, 0.5058365758754864, 0.7440273037542662, 0.8055555555555556]"
Logistic Regression,19,4,0.9273521945354488,0.6143437965228069,0.8275732867263536,0.472403291098397,0.4659851128550442,0.4971392973123801,0.6216968011126565,0.5426927687654838,"[0.06521739130434782, 0.42424242424242425, 0.680628272251309, 0.7986111111111112, 0.45161290322580644]","[0.17647058823529413, 0.5283018867924528, 0.4693140794223827, 0.8214285714285714, 0.717948717948718]","[0.09523809523809523, 0.47058823529411764, 0.5555555555555556, 0.8098591549295775, 0.5544554455445545]","[0.17647058823529413, 0.5283018867924528, 0.4693140794223827, 0.8214285714285714, 0.717948717948718]"
Logistic Regression,20,4,0.9257824215147741,0.6145096079517751,0.8554072866425935,0.4558385653093979,0.4505195408187771,0.5048112616693843,0.6027777777777777,0.6094623827393137,"[0.09803921568627451, 0.5324675324675324, 0.6180904522613065, 0.8099173553719008, 0.3783783783783784]","[0.5, 0.5942028985507246, 0.5040983606557377, 0.6712328767123288, 0.7777777777777778]","[0.16393442622950818, 0.5616438356164384, 0.5553047404063205, 0.7340823970037453, 0.509090909090909]","[0.5, 0.5942028985507246, 0.5040983606557377, 0.6712328767123288, 0.7777777777777778]"
Logistic Regression,21,5,0.9306389360749104,0.6287904540569895,0.8032304441892408,0.4370006601399802,0.4283264866794495,0.4811843692133432,0.5910987482614742,0.5384311832841245,"[0.05263157894736842, 0.39436619718309857, 0.6813186813186813, 0.7781818181818182, 0.4444444444444444]","[0.17647058823529413, 0.5714285714285714, 0.4444444444444444, 0.7430555555555556, 0.7567567567567568]","[0.08108108108108109, 0.4666666666666667, 0.5379609544468547, 0.7602131438721137, 0.56]","[0.17647058823529413, 0.5714285714285714, 0.4444444444444444, 0.7430555555555556, 0.7567567567567568]"
Logistic Regression,22,5,0.9249156008691939,0.6323586719077671,0.864391914234759,0.5025862672639682,0.4941785506076506,0.5224268683674175,0.650904033379694,0.6015487932662408,"[0.1111111111111111, 0.36, 0.7286432160804021, 0.8163265306122449, 0.47297297297297297]","[0.2727272727272727, 0.6164383561643836, 0.5160142348754448, 0.7692307692307693, 0.8333333333333334]","[0.15789473684210525, 0.45454545454545453, 0.6041666666666666, 0.7920792079207921, 0.603448275862069]","[0.2727272727272727, 0.6164383561643836, 0.5160142348754448, 0.7692307692307693, 0.8333333333333334]"
Logistic Regression,23,5,0.9215328031340416,0.5956119444436793,0.8106381710818991,0.471693968302679,0.4625321742508862,0.5101667650118182,0.6092436974789915,0.5913991894686094,"[0.09803921568627451, 0.4484848484848485, 0.7103825136612022, 0.7983870967741935, 0.417910447761194]","[0.35714285714285715, 0.592, 0.4626334519572954, 0.7674418604651163, 0.7777777777777778]","[0.15384615384615385, 0.5103448275862069, 0.5603448275862069, 0.782608695652174, 0.5436893203883495]","[0.35714285714285715, 0.592, 0.4626334519572954, 0.7674418604651163, 0.7777777777777778]"
Logistic Regression,24,5,0.9243677929364063,0.6099470759234709,0.8729872334581945,0.5041193625763554,0.49786980916705526,0.549755046791412,0.6364902506963789,0.6336452013991365,"[0.14893617021276595, 0.5151515151515151, 0.664804469273743, 0.8097014925373134, 0.5]","[0.5, 0.6355140186915887, 0.4722222222222222, 0.7534722222222222, 0.8070175438596491]","[0.22950819672131148, 0.5690376569037657, 0.5522041763341067, 0.7805755395683454, 0.6174496644295302]","[0.5, 0.6355140186915887, 0.4722222222222222, 0.7534722222222222, 0.8070175438596491]"
Logistic Regression,25,5,0.9268786106958554,0.6194985281929789,0.8226733015528105,0.4561061865653326,0.45163772719004913,0.4809755473623259,0.6112676056338028,0.5255041622129368,"[0.021739130434782608, 0.4380165289256198, 0.6318407960199005, 0.8270676691729323, 0.4342105263157895]","[0.08333333333333333, 0.5, 0.5059760956175299, 0.7333333333333333, 0.8048780487804879]","[0.034482758620689655, 0.4669603524229075, 0.5619469026548672, 0.7773851590106007, 0.5641025641025641]","[0.08333333333333333, 0.5, 0.5059760956175299, 0.7333333333333333, 0.8048780487804879]"
Logistic Regression,26,6,0.9261914900165692,0.6113155290838141,0.8377423433728935,0.46700688003933283,0.4610924310214224,0.513893151463484,0.6120448179271709,0.5793338646782266,"[0.12, 0.417910447761194, 0.6735751295336787, 0.8045977011494253, 0.4605263157894737]","[0.3333333333333333, 0.5283018867924528, 0.4868913857677903, 0.7526881720430108, 0.7954545454545454]","[0.17647058823529413, 0.4666666666666667, 0.5652173913043478, 0.7777777777777778, 0.5833333333333334]","[0.3333333333333333, 0.5283018867924528, 0.4868913857677903, 0.7526881720430108, 0.7954545454545454]"
